Symbol|Security Name|Market Category|Test Issue|Financial Status|Round Lot Size|ETF|NextShares
AIIQ|AI Powered International Equity ETF|P|AIIQ|Y|100|N|AIIQ
AIKI|AIkido Pharma Inc. - Common Stock|S|N|N|100|N|N
AIMC|Altra Industrial Motion Corp. - Common Stock|Q|N|N|100|N|N
AIM|AIM ImmunoTech Inc. Common Stock|A|AIM|N|100|N|AIM
AINC|Ashford Inc. (Holding Company) Common Stock|A|AINC|N|100|N|AINC
AINV|Apollo Investment Corporation - Closed End Fund|Q|N|N|100|N|N
AIN|Albany International Corporation Common Stock|N|AIN|N|100|N|AIN
AIO|Virtus AllianzGI Artificial Intelligence & Technology Opportunities Fund Common Shares|N|AIO|N|100|N|AIO
AIQ|Global X Artificial Intelligence & Technology ETF|G|N|N|100|Y|N
AIRC|Apartment Income REIT Corp. Common Stock|N|AIRC|N|100|N|AIRC
AIRG|Airgain, Inc. - Common Stock|S|N|N|100|N|N
AIRI|Air Industries Group Common Stock|A|AIRI|N|100|N|AIRI
AIRR|First Trust RBA American Industrial Renaissance ETF|G|N|N|100|Y|N
AIRTP|Air T, Inc. - Trust Preferred Securities|G|N|N|100|N|N
AIRTW|Air T, Inc. - Air T Funding Warrants to Purchase Trust Preferred|G|N|N|100|N|N
AIRT|Air T, Inc. - Common Stock|G|N|N|100|N|N
AIR|AAR Corp. Common Stock|N|AIR|N|100|N|AIR
AIT|Applied Industrial Technologies, Inc. Common Stock|N|AIT|N|100|N|AIT
AIV|Apartment Investment and Management Company Common Stock|N|AIV|N|100|N|AIV
AIW|Arlington Asset Investment Corp 6.625% Notes due 2023|N|AIW|N|100|N|AIW
AIZN|Assurant, Inc. 5.25% Subordinated Notes due 2061|N|AIZN|N|100|N|AIZN
AIZ|Assurant, Inc. Common Stock|N|AIZ|N|100|N|AIZ
AI|C3.ai, Inc. Class A Common Stock|N|AI|N|100|N|AI
AJAX.U|Ajax I Units, each consisting of one Class A ordinary share and one-fourth of one redeemable warrant|N|AJAX.U|N|100|N|AJAX=
AJAX.W|Ajax I Redeemable warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50|N|AJAX.WS|N|100|N|AJAX+
AJAX|Ajax I Class A Ordinary Shares|N|AJAX|N|100|N|AJAX
AJG|Arthur J. Gallagher & Co. Common Stock|N|AJG|N|100|N|AJG
AJRD|Aerojet Rocketdyne Holdings, Inc. Common Stock|N|AJRD|N|100|N|AJRD
AJXA|Great Ajax Corp. 7.25% Convertible Senior Notes due 2024|N|AJXA|N|100|N|AJXA
AJX|Great Ajax Corp. Common Stock|N|AJX|N|100|N|AJX
AKAM|Akamai Technologies, Inc. - Common Stock|Q|N|N|100|N|N
AKBA|Akebia Therapeutics, Inc. - Common Stock|G|N|N|100|N|N
AKICU|Sports Ventures Acquisition Corp. - Unit|S|N|N|100|N|N
AKICW|Sports Ventures Acquisition Corp. - Warrant|S|N|N|100|N|N
AKIC|Sports Ventures Acquisition Corp. - Class A Ordinary Shares|S|N|N|100|N|N
AKO.A|Embotelladora Andina S.A. Common Stock|N|AKO.A|N|100|N|AKO.A
AKO.B|Embotelladora Andina S.A. Common Stock|N|AKO.B|N|100|N|AKO.B
AKRO|Akero Therapeutics, Inc. - Common Stock|Q|N|N|100|N|N
AKR|Acadia Realty Trust Common Stock|N|AKR|N|100|N|AKR
AKTS|Akoustis Technologies, Inc. - Common Stock|S|N|N|100|N|N
AKTX|Akari Therapeutics Plc - American Depositary Shares|S|N|N|100|N|N
AKUS|Akouos, Inc. - Common Stock|Q|N|N|100|N|N
AKU|Akumin Inc. - Common Shares|S|N|N|100|N|N
AKYA|Akoya BioSciences, Inc. - Common Stock|Q|N|N|100|N|N
AL$A|Air Lease Corporation 6.150% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock, Series A|N|ALpA|N|100|N|AL-A
ALACR|Alberton Acquisition Corporation - Rights|S|N|D|100|N|N
ALACU|Alberton Acquisition Corporation - Unit|S|N|D|100|N|N
ALACW|Alberton Acquisition Corporation - Warrant|S|N|D|100|N|N
ALAC|Alberton Acquisition Corporation - Ordinary Shares|S|N|D|100|N|N
ALBO|Albireo Pharma, Inc. - Common Stock|S|N|N|100|N|N
ALB|Albemarle Corporation Common Stock|N|ALB|N|100|N|ALB
ALCO|Alico, Inc. - Common Stock|Q|N|N|100|N|N
ALC|Alcon Inc. Ordinary Shares|N|ALC|N|100|N|ALC
ALDX|Aldeyra Therapeutics, Inc. - Common Stock|S|N|N|100|N|N
ALEC|Alector, Inc. - Common Stock|Q|N|N|100|N|N
ALEX|Alexander & Baldwin, Inc. Common Stock REIT Holding Company|N|ALEX|N|100|N|ALEX
ALE|Allete, Inc.|N|ALE|N|100|N|ALE
ALFA|AlphaClone Alternative Alpha ETF|Z|ALFA|Y|100|N|ALFA
ALGM|Allegro MicroSystems, Inc. - Common Stock|Q|N|N|100|N|N
ALGN|Align Technology, Inc. - Common Stock|Q|N|N|100|N|N
ALGS|Aligos Therapeutics, Inc. - Common stock|Q|N|N|100|N|N
ALGT|Allegiant Travel Company - Common Stock|Q|N|N|100|N|N
ALG|Alamo Group, Inc. Common Stock|N|ALG|N|100|N|ALG
ALHC|Alignment Healthcare, Inc. - Common Stock|Q|N|N|100|N|N
ALIM|Alimera Sciences, Inc. - Common Stock|G|N|N|100|N|N
ALIN$A|Altera Infrastructure L.P. 7.25% Series A |N|ALINpA|N|100|N|ALIN-A
ALIN$B|Altera Infrastructure L.P. 8.50% Series B |N|ALINpB|N|100|N|ALIN-B
ALIN$E|Altera Infrastructure L.P. 8.875% Series E |N|ALINpE|N|100|N|ALIN-E
ALJJ|ALJ Regional Holdings, Inc. - Common Stock|G|N|N|100|N|N
ALKS|Alkermes plc - Ordinary Shares|Q|N|N|100|N|N
ALKT|Alkami Technology, Inc. - Common Stock|Q|N|N|100|N|N
ALK|Alaska Air Group, Inc. Common Stock|N|ALK|N|100|N|ALK
ALL$B|Allstate Corporation (The) 5.100% Fixed-to-Floating Rate Subordinated Debentures due 2053|N|ALLpB|N|100|N|ALL-B
ALL$G|Allstate Corporation (The) Depositary Shares each representing a 1/1,000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock, Series G|N|ALLpG|N|100|N|ALL-G
ALL$H|Allstate Corporation (The) Depositary Shares each representing a 1/1,000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock, Series H|N|ALLpH|N|100|N|ALL-H
ALL$I|Allstate Corporation (The) Depositary Shares each representing a 1/1,000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock, Series I|N|ALLpI|N|100|N|ALL-I
ALLE|Allegion plc Ordinary Shares|N|ALLE|N|100|N|ALLE
ALLK|Allakos Inc. - Common Stock|Q|N|N|100|N|N
ALLO|Allogene Therapeutics, Inc. - Common Stock|Q|N|N|100|N|N
ALLT|Allot Ltd. - Ordinary Shares|Q|N|N|100|N|N
ALLY$A|GMAC Capital Trust I Fixed Rate Floating Rate Trust Preferred Securities, Series 2|N|ALLYpA|N|100|N|ALLY-A
ALLY|Ally Financial Inc. Common Stock|N|ALLY|N|100|N|ALLY
ALL|Allstate Corporation (The) Common Stock|N|ALL|N|100|N|ALL
ALNA|Allena Pharmaceuticals, Inc. - Common Stock|Q|N|N|100|N|N
ALNY|Alnylam Pharmaceuticals, Inc. - Common Stock|Q|N|N|100|N|N
ALOT|AstroNova, Inc. - Common Stock|G|N|N|100|N|N
ALP$Q|Alabama Power Company 5.00% Class A Preferred Stock, Cumulative, Par Value $1 Per Share (Stated Capital $25 Per Share)|N|ALPpQ|N|100|N|ALP-Q
ALPN|Alpine Immune Sciences, Inc. - Common Stock|G|N|N|100|N|N
ALRM|Alarm.com Holdings, Inc. - Common Stock|Q|N|N|100|N|N
ALRN|Aileron Therapeutics, Inc. - Common Stock|S|N|N|100|N|N
ALRS|Alerus Financial Corporation - Common Stock|S|N|N|100|N|N
ALSK|Alaska Communications Systems Group, Inc. - Common Stock|Q|N|N|100|N|N
ALSN|Allison Transmission Holdings, Inc. Common Stock|N|ALSN|N|100|N|ALSN
ALTA|Altabancorp - Common Stock|S|N|N|100|N|N
ALTG$A|Alta Equipment Group Inc. Depositary Shares (each representing 1/1000th in a share of 10% Series A Cumulative Perpetual Preferred Stock)|N|ALTGpA|N|100|N|ALTG-A
ALTG|Alta Equipment Group Inc. Class A Common Stock|N|ALTG|N|100|N|ALTG
ALTL|Pacer Lunt Large Cap Alternator ETF|P|ALTL|Y|100|N|ALTL
ALTM|Altus Midstream Company - Class A Common Stock|G|N|N|100|N|N
ALTO|Alto Ingredients, Inc. - Common Stock|S|N|N|100|N|N
ALTR|Altair Engineering Inc. - Class A Common Stock|Q|N|N|100|N|N
ALTS|ProShares Morningstar Alternatives Solution ETF|Z|ALTS|Y|100|N|ALTS
ALTUU|Altitude Acquisition Corp. - Unit|S|N|N|100|N|N
ALTUW|Altitude Acquisition Corp. - Warrant|S|N|N|100|N|N
ALTU|Altitude Acquisition Corp. - Class A Common Stock|S|N|N|100|N|N
ALTY|Global X SuperDividend Alternatives ETF|G|N|N|100|Y|N
ALT|Altimmune, Inc. - Common Stock|G|N|N|100|N|N
ALUS.U|Alussa Energy Acquisition Corp. Units, each consisting of one Class A Ordinary Share, and one-half of one redeemable warrant|N|ALUS.U|N|100|N|ALUS=
ALUS.W|Alussa Energy Acquisition Corp. Redeemable Warrants, each whole warrant exercisable for one Ordinary Share at an exercise price of $11.50|N|ALUS.WS|N|100|N|ALUS+
ALUS|Alussa Energy Acquisition Corp. Class A Ordinary Shares|N|ALUS|N|100|N|ALUS
ALVR|AlloVir, Inc. - Common Stock|Q|N|N|100|N|N
ALV|Autoliv, Inc. Common Stock|N|ALV|N|100|N|ALV
ALXN|Alexion Pharmaceuticals, Inc. - Common Stock|Q|N|N|100|N|N
ALXO|ALX Oncology Holdings Inc. - Common Stock|Q|N|N|100|N|N
ALX|Alexander's, Inc. Common Stock|N|ALX|N|100|N|ALX
ALYA|Alithya Group inc. - Class A subordinate voting shares|S|N|N|100|N|N
AL|Air Lease Corporation Class A Common Stock|N|AL|N|100|N|AL
AMAL|Amalgamated Financial Corp. - Common Stock|G|N|N|100|N|N
AMAOU|American Acquisition Opportunity Inc. - Units|S|N|N|100|N|N
AMAT|Applied Materials, Inc. - Common Stock|Q|N|N|100|N|N
AMBA|Ambarella, Inc. - Ordinary Shares|Q|N|N|100|N|N
AMBC.W|Ambac Financial Group, Inc. Warrants|N|AMBC.WS|N|100|N|AMBC+
AMBC|Ambac Financial Group, Inc. Common Stock|N|AMBC|N|100|N|AMBC
AMBO|Ambow Education Holding Ltd. American Depository Shares, each representing two Class A ordinary shares|A|AMBO|N|100|N|AMBO
AMCA|iShares Russell 1000 Pure U.S. Revenue ETF|G|N|N|100|Y|N
AMCR|Amcor plc Ordinary Shares|N|AMCR|N|100|N|AMCR
AMCX|AMC Networks Inc. - Class A Common Stock|Q|N|N|100|N|N
AMC|AMC Entertainment Holdings, Inc. Class A Common Stock|N|AMC|N|100|N|AMC
AMD|Advanced Micro Devices, Inc. - Common Stock|Q|N|N|100|N|N
AMED|Amedisys Inc - Common Stock|Q|N|N|100|N|N
AMEH|Apollo Medical Holdings, Inc. - Common Stock|S|N|N|100|N|N
AMER|Emles Made in America ETF|Z|AMER|Y|100|N|AMER
AME|AMETEK, Inc.|N|AME|N|100|N|AME
AMGN|Amgen Inc. - Common Stock|Q|N|N|100|N|N
AMG|Affiliated Managers Group, Inc. Common Stock|N|AMG|N|100|N|AMG
AMH$D|American Homes 4 Rent 6.5% Series D Cumulative Perpetual Preferred Shares of Beneficial Interest|N|AMHpD|N|100|N|AMH-D
AMH$E|American Homes 4 Rent 6.35% Series E Cumulative Redeemable Perpetual Preferred Shares of Beneficial Interest|N|AMHpE|N|100|N|AMH-E
AMH$F|American Homes 4 Rent 5.875% Series F Cumulative Redeemable Perpetual Preferred Shares|N|AMHpF|N|100|N|AMH-F
AMH$G|American Homes 4 Rent Series G cumulative redeemable perpetual preferred shares of beneficial interest|N|AMHpG|N|100|N|AMH-G
AMH$H|American Homes 4 Rent Series H cumulative redeemable perpetual Preferred Shares of Beneficial Interest|N|AMHpH|N|100|N|AMH-H
AMHCU|Amplitude Healthcare Acquisition Corporation - Unit|S|N|N|100|N|N
AMHCW|Amplitude Healthcare Acquisition Corporation - Warrant|S|N|N|100|N|N
AMHC|Amplitude Healthcare Acquisition Corporation - Class A Common Stock|S|N|N|100|N|N
AMH|American Homes 4 Rent Common Shares of Beneficial Interest|N|AMH|N|100|N|AMH
AMJ|JPMorgan Chase Capital XVI JP Morgan Alerian MLP ETN|P|AMJ|N|100|N|AMJ
AMKR|Amkor Technology, Inc. - Common Stock|Q|N|N|100|N|N
AMK|AssetMark Financial Holdings, Inc. Common Stock|N|AMK|N|100|N|AMK
AMLP|Alerian MLP ETF|P|AMLP|Y|100|N|AMLP
AMNA|ETRACS Alerian Midstream Energy Index ETN|P|AMNA|Y|100|N|AMNA
AMNB|American National Bankshares, Inc. - Common Stock|Q|N|N|100|N|N
AMND|UBS AG ETRACS Alerian Midstream Energy High Dividend Index ETN|P|AMND|Y|100|N|AMND
AMN|AMN Healthcare Services Inc AMN Healthcare Services Inc|N|AMN|N|100|N|AMN
AMOM|QRAFT AI-Enhanced U.S. Large Cap Momentum ETF|P|AMOM|Y|100|N|AMOM
AMOT|Allied Motion Technologies, Inc. - Common Stock|G|N|N|100|N|N
AMOV|America Movil, S.A.B. de C.V. Class A American Depositary Shares|N|AMOV|N|100|N|AMOV
AMPE|Ampio Pharmaceuticals, Inc.|A|AMPE|N|100|N|AMPE
AMPGW|Amplitech Group, Inc. - Warrants|S|N|N|100|N|N
AMPG|Amplitech Group, Inc. - Common Stock|S|N|N|100|N|N
AMPH|Amphastar Pharmaceuticals, Inc. - Common Stock|Q|N|N|100|N|N
AMPI.U|Advanced Merger Partners, Inc. Units, each consisting of one share of Class A common stock and one-sixth of one redeemable warrant|N|AMPI.U|N|100|N|AMPI=
AMPI.W|Advanced Merger Partners, Inc. Warrants, each whole warrant exercisable for one share of Class A Common Stock at an exercise price of $11.50|N|AMPI.WS|N|100|N|AMPI+
AMPI|Advanced Merger Partners, Inc. Class A Common Stock|N|AMPI|N|100|N|AMPI
AMPY|Amplify Energy Corp. Common Stock|N|AMPY|N|100|N|AMPY
AMP|Ameriprise Financial, Inc. Common Stock|N|AMP|N|100|N|AMP
AMRB|American River Bankshares - Common Stock|Q|N|N|100|N|N
AMRC|Ameresco, Inc. Class A Common Stock|N|AMRC|N|100|N|AMRC
AMRK|A-Mark Precious Metals, Inc. - Common Stock|Q|N|N|100|N|N
AMRN|Amarin Corporation plc - American Depositary Shares, each representing one Ordinary Share|G|N|N|100|N|N
AMRS|Amyris, Inc. - Common Stock|Q|N|N|100|N|N
AMRX|Amneal Pharmaceuticals, Inc. Class A Common Stock|N|AMRX|N|100|N|AMRX
AMR|Alpha Metallurgical Resources, Inc. Common Stock|N|AMR|N|100|N|AMR
AMSC|American Superconductor Corporation - Common Stock|Q|N|N|100|N|N
AMSF|AMERISAFE, Inc. - Common Stock|Q|N|N|100|N|N
AMST|Amesite Inc. - Common Stock|S|N|N|100|N|N
AMSWA|American Software, Inc. - Class A Common Stock|Q|N|N|100|N|N
AMS|American Shared Hospital Services Common Stock|A|AMS|N|100|N|AMS
AMTBB|Amerant Bancorp Inc. - Class B Common Stock|Q|N|N|100|N|N
AMTB|Amerant Bancorp Inc. - Class A Common Stock|Q|N|N|100|N|N
AMTI|Applied Molecular Transport Inc. - common stock|Q|N|N|100|N|N
AMTR|ETRACS Alerian Midstream Energy Total Return Index ETN|P|AMTR|N|100|N|AMTR
AMTX|Aemetis, Inc - Common Stock|G|N|N|100|N|N
AMT|American Tower Corporation (REIT) Common Stock|N|AMT|N|100|N|AMT
AMUB|ETRACS Alerian MLP Index ETN Series B due July 18, 2042|P|AMUB|N|100|N|AMUB
AMWD|American Woodmark Corporation - Common Stock|Q|N|N|100|N|N
AMWL|American Well Corporation Class A Common Stock|N|AMWL|N|100|N|AMWL
AMX|America Movil, S.A.B. de C.V. American Depository Receipt Series L|N|AMX|N|100|N|AMX
AMYT|Amryt Pharma plc - American Depositary Shares|Q|N|N|100|N|N
AMZA|InfraCap MLP ETF|P|AMZA|Y|100|N|AMZA
AMZN|Amazon.com, Inc. - Common Stock|Q|N|N|100|N|N
AM|Antero Midstream Corporation Common Stock|N|AM|N|100|N|AM
ANAB|AnaptysBio, Inc. - Common Stock|Q|N|N|100|N|N
ANAC.U|Arctos NorthStar Acquisition Corp. Units, each consisting of one Class A ordinary share, and one-fourth of one redeemable warrant|N|ANAC.U|N|100|N|ANAC=
ANAC.W|Arctos NorthStar Acquisition Corp. Warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50|N|ANAC.WS|N|100|N|ANAC+
ANAC|Arctos NorthStar Acquisition Corp. Class A Ordinary Shares|N|ANAC|N|100|N|ANAC
ANAT|American National Group, Inc. - Common Stock|Q|N|N|100|N|N
ANDAR|Andina Acquisition Corp. III - Right|S|N|N|100|N|N
ANDAU|Andina Acquisition Corp. III - Unit|S|N|N|100|N|N
ANDAW|Andina Acquisition Corp. III - Warrant|S|N|N|100|N|N
ANDA|Andina Acquisition Corp. III - Ordinary Shares|S|N|N|100|N|N
ANDE|The Andersons, Inc. - Common Stock|Q|N|N|100|N|N
ANET|Arista Networks, Inc. Common Stock|N|ANET|N|100|N|ANET
ANEW|ProShares MSCI Transformational Changes ETF|P|ANEW|Y|100|N|ANEW
ANF|Abercrombie & Fitch Company Common Stock|N|ANF|N|100|N|ANF
ANGI|Angi Inc. - Class A Common Stock|Q|N|N|100|N|N
ANGL|VanEck Vectors Fallen Angel High Yield Bond ETF|G|N|N|100|Y|N
ANGN|Angion Biomedica Corp. - Common Stock|Q|N|N|100|N|N
ANGO|AngioDynamics, Inc. - Common Stock|Q|N|N|100|N|N
ANIK|Anika Therapeutics Inc. - Common Stock|Q|N|N|100|N|N
ANIP|ANI Pharmaceuticals, Inc. - Common Stock|G|N|N|100|N|N
ANIX|Anixa Biosciences, Inc. - Common Stock|S|N|N|100|N|N
ANNX|Annexon, Inc. - common stock|Q|N|N|100|N|N
ANPC|AnPac Bio-Medical Science Co., Ltd. - American Depositary Shares|G|N|N|100|N|N
ANSS|ANSYS, Inc. - Common Stock|Q|N|N|100|N|N
ANTE|AirNet Technology Inc. - American Depositary Shares, each representing ten ordinary shares|S|N|N|100|N|N
ANTM|Anthem, Inc. Common Stock|N|ANTM|N|100|N|ANTM
ANVS|Annovis Bio, Inc. Common Stock|A|ANVS|N|100|N|ANVS
ANY|Sphere 3D Corp. - Common Shares|S|N|N|100|N|N
ANZUU|Anzu Special Acquisition Corp I - Units|S|N|N|100|N|N
ANZUW|Anzu Special Acquisition Corp I - Warrant|S|N|N|100|N|N
ANZU|Anzu Special Acquisition Corp I - Class A Common Stock|S|N|N|100|N|N
AN|AutoNation, Inc. Common Stock|N|AN|N|100|N|AN
AOA|iShares Core Aggressive Allocation ETF|P|AOA|Y|100|N|AOA
AOD|Aberdeen Total Dynamic Dividend Fund Common Stock|N|AOD|N|100|N|AOD
AOK|iShares Core Conservative Allocation ETF|P|AOK|Y|100|N|AOK
AOM|iShares Core Moderate Allocation ETF|P|AOM|Y|100|N|AOM
AONE.U|one Units, each consisting of one Class A Ordinary Share, and one third of one Warrant to acquire one Class A Ordinary Share|N|AONE.U|N|100|N|AONE=
AONE.W|one Warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50|N|AONE.WS|N|100|N|AONE+
AONE|one Class A Ordinary Shares|N|AONE|N|100|N|AONE
AON|Aon plc Class A Ordinary Shares (Ireland)|N|AON|N|100|N|AON
AOR|iShares Core Growth Allocation ETF|P|AOR|Y|100|N|AOR
AOSL|Alpha and Omega Semiconductor Limited - Common Shares|Q|N|N|100|N|N
AOS|A.O. Smith Corporation Common Stock|N|AOS|N|100|N|AOS
AOUT|American Outdoor Brands, Inc. - Common Stock|Q|N|N|100|N|N
AP.W|Ampco-Pittsburgh Corporation Series A Warrants to purchase Shares of common stock|A|AP.WS|N|100|N|AP+
APAM|Artisan Partners Asset Management Inc. Class A Common Stock|N|APAM|N|100|N|APAM
APA|APA Corporation - Common Stock|Q|N|N|100|N|N
APDN|Applied DNA Sciences, Inc. - Common Stock|S|N|N|100|N|N
APD|Air Products and Chemicals, Inc. Common Stock|N|APD|N|100|N|APD
APEI|American Public Education, Inc. - Common Stock|Q|N|N|100|N|N
APEN|Apollo Endosurgery, Inc. - Common Stock|G|N|N|100|N|N
APGB.U|Apollo Strategic Growth Capital II Units, each consisting of one Class A Ordinary Share and one-fifth Warrant|N|APGB.U|N|100|N|APGB=
APGB.W|Apollo Strategic Growth Capital II Warrants, each exercisable for one Class A Ordinary Share at an exercise price of $11.50 per share|N|APGB.WS|N|100|N|APGB+
APGB|Apollo Strategic Growth Capital II Class A Ordinary Shares|N|APGB|N|100|N|APGB
APG|APi Group Corporation Common Stock|N|APG|N|100|N|APG
APHA|Aphria Inc. - Common Shares|Q|N|N|100|N|N
APH|Amphenol Corporation Common Stock|N|APH|N|100|N|APH
API|Agora, Inc. - ADS|Q|N|N|100|N|N
APLE|Apple Hospitality REIT, Inc. Common Shares|N|APLE|N|100|N|APLE
APLS|Apellis Pharmaceuticals, Inc. - Common Stock|Q|N|N|100|N|N
APLT|Applied Therapeutics, Inc. - Common Stock|G|N|N|100|N|N
APM|Aptorum Group Limited - Class A Ordinary Shares|G|N|N|100|N|N
APO$A|Apollo Global Management, Inc. 6.375% Series A Preferred Shares|N|APOpA|N|100|N|APO-A
APO$B|Apollo Global Management, Inc 6.375% Series B Preferred Shares|N|APOpB|N|100|N|APO-B
APOG|Apogee Enterprises, Inc. - Common Stock|Q|N|N|100|N|N
APOPW|Cellect Biotechnology Ltd. - Warrants to Purchase ADR (1 WT and $7.50 to purchase 0.2 ADS)|S|N|N|100|N|N
APOP|Cellect Biotechnology Ltd. - American Depositary Shares|S|N|N|100|N|N
APO|Apollo Global Management, Inc. Class A Common Stock|N|APO|N|100|N|APO
APPF|AppFolio, Inc. - Class A Common Stock|G|N|N|100|N|N
APPHW|AppHarvest, Inc. - Warrants|Q|N|N|100|N|N
APPH|AppHarvest, Inc. - Common Stock|Q|N|N|100|N|N
APPN|Appian Corporation - Class A Common Stock|G|N|N|100|N|N
APPS|Digital Turbine, Inc. - Common Stock|S|N|N|100|N|N
APP|Applovin Corporation - Class A Common Stock|Q|N|N|100|N|N
APRE|Aprea Therapeutics, Inc. - Common Stock|Q|N|N|100|N|N
APRN|Blue Apron Holdings, Inc. Class A Common Stock|N|APRN|N|100|N|APRN
APRZ|Trust TrueShares Structured Outcome (April) ETF|Z|APRZ|Y|100|N|APRZ
APR|Apria, Inc. - Common Stock|Q|N|N|100|N|N
APSG.U|Apollo Strategic Growth Capital Units, each consisting of one Class A Ordinary Share and one-third Warrant|N|APSG.U|N|100|N|APSG=
APSG.W|Apollo Strategic Growth Capital Warrants, each exercisable for one Class A Ordinary Share at an exercise price of $11.50 per share|N|APSG.WS|N|100|N|APSG+
APSG|Apollo Strategic Growth Capital Class A Ordinary Shares|N|APSG|N|100|N|APSG
APTO|Aptose Biosciences, Inc. - Common Shares|S|N|N|100|N|N
APTS|Preferred Apartment Communities, Inc. Common Stock|N|APTS|N|100|N|APTS
APTV$A|Aptiv PLC 5.50% Series A Mandatory Convertible Preferred Shares|N|APTVpA|N|100|N|APTV-A
APTV|Aptiv PLC Ordinary Shares|N|APTV|N|100|N|APTV
APTX|Aptinyx Inc. - Common Stock|Q|N|N|100|N|N
APT|Alpha Pro Tech, Ltd. Common Stock|A|APT|N|100|N|APT
APVO|Aptevo Therapeutics Inc. - Common Stock|S|N|N|100|N|N
APWC|Asia Pacific Wire  - Common shares, Par value .01 per share|S|N|N|100|N|N
APXTU|Apex Technology Acquisition Corporation - Unit|S|N|N|100|N|N
APXTW|Apex Technology Acquisition Corporation - Warrant|S|N|N|100|N|N
APXT|Apex Technology Acquisition Corporation - Class A Common Stock|S|N|N|100|N|N
APYX|Apyx Medical Corporation - Common Stock|Q|N|N|100|N|N
AP|Ampco-Pittsburgh Corporation Common Stock|N|AP|N|100|N|AP
AQB|AquaBounty Technologies, Inc. - Common Stock|S|N|N|100|N|N
AQMS|Aqua Metals, Inc. - Common Stock|S|N|N|100|N|N
AQNA|Algonquin Power & Utilities Corp. 6.875% Fixed-to-Floating Rate Subordinated Notes Series 2018-A due October 17, 2078|N|AQNA|N|100|N|AQNA
AQNB|Algonquin Power & Utilities Corp. 6.20% Fixed-to-Floating Subordinated Notes Series 2019-A due July 1, 2079|N|AQNB|N|100|N|AQNB
AQN|Algonquin Power & Utilities Corp. Common Shares|N|AQN|N|100|N|AQN
AQST|Aquestive Therapeutics, Inc. - Common Stock|G|N|N|100|N|N
AQUA|Evoqua Water Technologies Corp. Common Stock|N|AQUA|N|100|N|AQUA
AQWA|Global X Clean Water ETF|G|N|N|100|Y|N
ARAV|Aravive, Inc. - Common Stock|Q|N|N|100|N|N
ARAY|Accuray Incorporated - Common Stock|Q|N|N|100|N|N
ARBGU|Aequi Acquisition Corp. - Unit|S|N|N|100|N|N
